"STEP","TESTING28_super_vw_0.8 - _step","TESTING28_super_vw_0.8 - _step__MIN","TESTING28_super_vw_0.8 - _step__MAX","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING28_super_vw_0.8 - Toxicity after attacks","TESTING28_super_vw_0.8 - Toxicity after attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after attacks__MAX","TESTING28_super_vw_0.8 - Toxicity after succesful attacks","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING28_super_vw_0.8 - Succesfully immunized layers","TESTING28_super_vw_0.8 - Succesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Succesfully immunized layers__MAX","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - _step","TESTING30_ml_vw_0.8 - _step__MIN","TESTING30_ml_vw_0.8 - _step__MAX","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING30_ml_vw_0.8 - Toxicity after attacks","TESTING30_ml_vw_0.8 - Toxicity after attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after attacks__MAX","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING30_ml_vw_0.8 - Succesfully immunized layers","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - _step","TESTING29_ml_vw_0.5 - _step__MIN","TESTING29_ml_vw_0.5 - _step__MAX","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING29_ml_vw_0.5 - Toxicity after attacks","TESTING29_ml_vw_0.5 - Toxicity after attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after attacks__MAX","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING29_ml_vw_0.5 - Succesfully immunized layers","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MAX","TESTING27_super_vw_0.5 - _step","TESTING27_super_vw_0.5 - _step__MIN","TESTING27_super_vw_0.5 - _step__MAX","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING27_super_vw_0.5 - Toxicity after attacks","TESTING27_super_vw_0.5 - Toxicity after attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after attacks__MAX","TESTING27_super_vw_0.5 - Toxicity after succesful attacks","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING27_super_vw_0.5 - Succesfully immunized layers","TESTING27_super_vw_0.5 - Succesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Succesfully immunized layers__MAX","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MAX","BASELINE_2 - _step","BASELINE_2 - _step__MIN","BASELINE_2 - _step__MAX","BASELINE_2 - IMMUNIZING_LAYER","BASELINE_2 - IMMUNIZING_LAYER__MIN","BASELINE_2 - IMMUNIZING_LAYER__MAX","BASELINE_2 - Toxicity after attacks","BASELINE_2 - Toxicity after attacks__MIN","BASELINE_2 - Toxicity after attacks__MAX","BASELINE_2 - Toxicity after succesful attacks","BASELINE_2 - Toxicity after succesful attacks__MIN","BASELINE_2 - Toxicity after succesful attacks__MAX","BASELINE_2 - Succesfully immunized layers","BASELINE_2 - Succesfully immunized layers__MIN","BASELINE_2 - Succesfully immunized layers__MAX","BASELINE_2 - Unsuccesfully immunized layers","BASELINE_2 - Unsuccesfully immunized layers__MIN","BASELINE_2 - Unsuccesfully immunized layers__MAX"
"76","467","467","467","15","15","15","","","","","","","","","","","","","469","469","469","15","15","15","","","","","","","","","","","","","475","475","475","15","15","15","","","","","","","","","","","","","469","469","469","15","15","15","","","","","","","","","","","","","475","475","475","15","15","15","","","","","","","","","","","",""
"77","474","473","475","","","","2","2","2","2","2","2","","","","","","","476","475","477","","","","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","482","481","483","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","476","475","477","","","","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","","","","","","","482","481","483","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","",""
"78","482","482","482","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","484","484","484","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","491","490","492","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","484","484","484","","","","2.117647058823529","2.117647058823529","2.117647058823529","","","","","","","","","","491","490","492","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","",""
"79","490","489","491","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","492","491","493","","","","2","2","2","2","2","2","","","","","","","500","499","501","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","","","492","491","493","","","","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","","","","","","","500","499","501","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","",""
"80","500","498","502","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","15","15","15","501","500","502","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","15","15","15","509","508","510","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","15","15","15","502","500","504","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","15","15","15","509","508","510","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","15","15","15"
"81","503","503","503","16","16","16","","","","","","","","","","","","","503","503","503","16","16","16","","","","","","","","","","","","","511","511","511","16","16","16","","","","","","","","","","","","","505","505","505","16","16","16","","","","","","","","","","","","","511","511","511","16","16","16","","","","","","","","","","","",""
"82","509","509","509","","","","1.588235294117647","1.588235294117647","1.588235294117647","","","","","","","","","","510","509","511","","","","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","517","517","517","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","","","","","","","511","511","511","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","","","","517","517","517","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","","","","","",""
"83","516","516","516","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","518","518","518","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","524","524","524","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","519","518","520","","","","2","2","2","2","2","2","","","","","","","524","524","524","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","",""
"84","523","523","523","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","525","525","525","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","","","531","531","531","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","527","527","527","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","531","531","531","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","",""
"85","531","530","532","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","16","16","16","","","","533","532","534","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","16","16","16","539","538","540","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","16","16","16","","","","535","534","536","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","16","16","16","539","538","540","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","16","16","16","","",""
"86","533","533","533","17","17","17","","","","","","","","","","","","","535","535","535","17","17","17","","","","","","","","","","","","","541","541","541","17","17","17","","","","","","","","","","","","","537","537","537","17","17","17","","","","","","","","","","","","","541","541","541","17","17","17","","","","","","","","","","","",""
"87","539","539","539","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","541","541","541","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","547","547","547","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","543","543","543","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","547","547","547","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","",""
"88","546","546","546","","","","1.8235294117647058","1.8235294117647058","1.8235294117647058","","","","","","","","","","548","548","548","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","554","554","554","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","550","550","550","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","554","554","554","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","",""
"89","553","553","553","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","555","555","555","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","","","561","561","561","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","","","557","557","557","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","561","561","561","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","",""
"90","561","560","562","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","17","17","17","","","","563","562","564","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","17","17","17","","","","569","568","570","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","17","17","17","","","","565","564","566","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","17","17","17","","","","569","568","570","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","17","17","17","","",""
"91","563","563","563","18","18","18","","","","","","","","","","","","","565","565","565","18","18","18","","","","","","","","","","","","","571","571","571","18","18","18","","","","","","","","","","","","","567","567","567","18","18","18","","","","","","","","","","","","","571","571","571","18","18","18","","","","","","","","","","","",""
"92","570","569","571","","","","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","","","","","","","572","571","573","","","","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","578","577","579","","","","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","","","","","","","574","573","575","","","","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","","","","","","","578","577","579","","","","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","","","","","",""
"93","579","578","580","","","","2","2","2","2","2","2","","","","","","","580","580","580","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","586","586","586","","","","2.214285714285714","2.214285714285714","2.214285714285714","","","","","","","","","","582","582","582","","","","1.588235294117647","1.588235294117647","1.588235294117647","","","","","","","","","","586","586","586","","","","2.214285714285714","2.214285714285714","2.214285714285714","","","","","","","","",""
"94","587","587","587","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","587","587","587","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","593","593","593","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","589","589","589","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","593","593","593","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"95","596","594","598","","","","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","","","","18","18","18","595","594","596","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","18","18","18","601","600","602","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","18","18","18","597","596","598","","","","1.7058823529411762","1.7058823529411762","1.7058823529411762","","","","","","","18","18","18","601","600","602","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","18","18","18"
"96","599","599","599","19","19","19","","","","","","","","","","","","","597","597","597","19","19","19","","","","","","","","","","","","","603","603","603","19","19","19","","","","","","","","","","","","","599","599","599","19","19","19","","","","","","","","","","","","","603","603","603","19","19","19","","","","","","","","","","","",""
"97","606","605","607","","","","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","","","","","","","603","603","603","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","","","","","","","610","609","611","","","","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","","","","","","","606","605","607","","","","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","","","","","","","610","609","611","","","","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","","","","","",""
"98","614","614","614","","","","2.0588235294117645","2.0588235294117645","2.0588235294117645","","","","","","","","","","610","610","610","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","618","618","618","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","614","614","614","","","","1.647058823529412","1.647058823529412","1.647058823529412","","","","","","","","","","618","618","618","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"99","621","621","621","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","617","617","617","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","","","","","","","625","625","625","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","621","621","621","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","","","","625","625","625","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","",""
"100","629","628","630","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","19","19","19","625","624","626","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","19","19","19","","","","633","632","634","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","","","","19","19","19","629","628","630","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","19","19","19","633","632","634","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","","","","19","19","19"
"101","631","631","631","20","20","20","","","","","","","","","","","","","627","627","627","20","20","20","","","","","","","","","","","","","635","635","635","20","20","20","","","","","","","","","","","","","631","631","631","20","20","20","","","","","","","","","","","","","635","635","635","20","20","20","","","","","","","","","","","",""
"102","637","637","637","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","633","633","633","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","","","641","641","641","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","637","637","637","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","641","641","641","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","",""
"103","644","644","644","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","640","640","640","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","648","648","648","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","645","644","646","","","","2","2","2","2","2","2","","","","","","","648","648","648","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","",""
"104","651","651","651","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","","","","","","","647","647","647","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","655","655","655","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","654","653","655","","","","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","","","","","","","655","655","655","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","",""
"105","659","658","660","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","20","20","20","","","","655","654","656","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","20","20","20","","","","663","662","664","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","20","20","20","","","","664","662","666","","","","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","","","","20","20","20","663","662","664","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","20","20","20","","",""
"106","661","661","661","21","21","21","","","","","","","","","","","","","657","657","657","21","21","21","","","","","","","","","","","","","665","665","665","21","21","21","","","","","","","","","","","","","667","667","667","21","21","21","","","","","","","","","","","","","665","665","665","21","21","21","","","","","","","","","","","",""
"107","667","667","667","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","663","663","663","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","671","671","671","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","","","673","673","673","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","671","671","671","","","","1.2857142857142856","1.2857142857142856","1.2857142857142856","","","","","","","","",""
"108","674","674","674","","","","1.7058823529411762","1.7058823529411762","1.7058823529411762","","","","","","","","","","671","670","672","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","679","678","680","","","","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","","","","","","","680","680","680","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","679","678","680","","","","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","2.4999999999999996","","","","","",""
"109","681","681","681","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","679","679","679","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","688","687","689","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","687","687","687","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","688","687","689","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","",""
"110","689","688","690","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","21","21","21","","","","687","686","688","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","21","21","21","698","696","700","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","21","21","21","695","694","696","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","21","21","21","","","","698","696","700","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","21","21","21"
"111","691","691","691","22","22","22","","","","","","","","","","","","","689","689","689","22","22","22","","","","","","","","","","","","","701","701","701","22","22","22","","","","","","","","","","","","","697","697","697","22","22","22","","","","","","","","","","","","","701","701","701","22","22","22","","","","","","","","","","","",""
"112","697","697","697","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","696","695","697","","","","2.142857142857143","2.142857142857143","2.142857142857143","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","707","707","707","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","703","703","703","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","707","707","707","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","",""
"113","705","704","706","","","","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","2.235294117647059","","","","","","","704","704","704","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","715","714","716","","","","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","","","","","","","711","710","712","","","","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","","","","","","","715","714","716","","","","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","2.571428571428571","","","","","",""
"114","714","713","715","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","712","711","713","","","","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","","","","","","","724","723","725","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","720","719","721","","","","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","","","","","","","724","723","725","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","",""
"115","723","722","724","","","","2.411764705882353","2.411764705882353","2.411764705882353","","","","","","","22","22","22","722","720","724","","","","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","","","","22","22","22","733","732","734","","","","2.071428571428571","2.071428571428571","2.071428571428571","","","","","","","22","22","22","729","728","730","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","22","22","22","733","732","734","","","","2.071428571428571","2.071428571428571","2.071428571428571","","","","","","","22","22","22"
"116","725","725","725","23","23","23","","","","","","","","","","","","","725","725","725","23","23","23","","","","","","","","","","","","","735","735","735","23","23","23","","","","","","","","","","","","","731","731","731","23","23","23","","","","","","","","","","","","","735","735","735","23","23","23","","","","","","","","","","","",""
"117","731","731","731","","","","1.4705882352941175","1.4705882352941175","1.4705882352941175","","","","","","","","","","731","731","731","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","741","741","741","","","","1","1","1","","","","","","","","","","737","737","737","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","741","741","741","","","","1","1","1","","","","","","","","",""
"118","738","738","738","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","738","738","738","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","748","748","748","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","745","744","746","","","","2","2","2","2","2","2","","","","","","","748","748","748","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","",""
"119","745","745","745","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","745","745","745","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","755","755","755","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","754","753","755","","","","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","","","","","","","755","755","755","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"120","753","752","754","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","23","23","23","","","","753","752","754","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","23","23","23","","","","763","762","764","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","23","23","23","","","","763","762","764","","","","2.0588235294117645","2.0588235294117645","2.0588235294117645","","","","","","","23","23","23","763","762","764","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","23","23","23","","",""
"121","755","755","755","24","24","24","","","","","","","","","","","","","755","755","755","24","24","24","","","","","","","","","","","","","765","765","765","24","24","24","","","","","","","","","","","","","765","765","765","24","24","24","","","","","","","","","","","","","765","765","765","24","24","24","","","","","","","","","","","",""
"122","761","761","761","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","762","761","763","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","","","772","771","773","","","","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","771","771","771","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","772","771","773","","","","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","","","","","",""
"123","768","768","768","","","","1.4705882352941175","1.4705882352941175","1.4705882352941175","","","","","","","","","","771","770","772","","","","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","2.214285714285714","","","","","","","780","780","780","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","778","778","778","","","","1.588235294117647","1.588235294117647","1.588235294117647","","","","","","","","","","780","780","780","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","",""
"124","775","775","775","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","780","779","781","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","787","787","787","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","785","785","785","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","787","787","787","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","",""
"125","783","782","784","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","24","24","24","","","","790","788","792","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","24","24","24","795","794","796","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","24","24","24","793","792","794","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","24","24","24","","","","795","794","796","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","24","24","24"
